subid,trial,person,role,target,rep_num,age,utterance,correct,experiment
65,30,parent,matcher,D1,3,4,So which one am I supposed to pick? Okay,TRUE,adult-child
65,33,parent,matcher,H1,4,4,"which one? which one I can' see it, which one? The one lying down or the one on his knees?",TRUE,adult-child
65,35,parent,matcher,F1,4,4,so which one do I want? the one that's skipping? okay,TRUE,adult-child
65,37,parent,matcher,B1,4,4,which one?,TRUE,adult-child
65,38,child,matcher,E1,4,4,I know that guy already,TRUE,adult-child
65,39,parent,matcher,C1,4,4,which one do I do? okay,TRUE,adult-child
66,1,child,matcher,F1,1,6,is it,TRUE,adult-child
66,2,parent,matcher,K1,1,6,"mhm that's very helpful, thank you, i think i know which one",TRUE,adult-child
66,4,parent,matcher,G1,1,6,mmm mhm ok,TRUE,adult-child
66,6,parent,matcher,I1,1,6,"hmm oh yeah that's a really helpful clue, thank you",TRUE,adult-child
66,7,child,matcher,D1,1,6,"oh that one is super easy because I see the one on its tummy, that's super easy",TRUE,adult-child
66,8,parent,matcher,A1,1,6,"ok yes, I think I know which one that is",TRUE,adult-child
66,10,parent,matcher,C1,1,6,ok let's see if I got the right one,TRUE,adult-child
66,11,parent,matcher,H1,2,6,"mhm like an emperor? okay, I think I know which one you mean",TRUE,adult-child
66,12,child,matcher,I1,2,6,"yeah that soo, but, I already said that so I know",TRUE,adult-child
66,13,parent,matcher,E1,2,6,"mhm I think I know which one yes, there we go.",TRUE,adult-child
66,15,parent,matcher,F1,2,6,"oh, human head, bird body and bird feet. I think I know which one.",TRUE,adult-child
66,16,child,matcher,G1,2,6,no she's like looking up at the sky like this,TRUE,adult-child
66,17,parent,matcher,D1,2,6,ahh okay,TRUE,adult-child
66,18,child,matcher,C1,2,6,"that, I already I really know that one xxx because I already described it and looked at the picture",TRUE,adult-child
66,19,parent,matcher,B1,2,6,"mhm so walking, not crawling? okay I think I know which one",TRUE,adult-child
66,20,child,matcher,K1,2,6,"I think so, it had a human head, a we-- a pointy hat, dog tail, and like uh like a um dog body, dog um paws on front and leg xxx yeah",TRUE,adult-child
66,22,parent,matcher,C1,3,6,okay,TRUE,adult-child
66,23,child,matcher,E1,3,6,"I kn- I know because and I made a good description about this no I said hands up in the air, not just a hand up, in the air, both hands",TRUE,adult-child
66,24,parent,matcher,K1,3,6,"oh this guy I know so well, so it has, so should I say the, should I say the same thing with the, xxx pointy hat mhm yeah, say those things cause that definitely tells me that I know who it is",TRUE,adult-child
66,26,parent,matcher,A1,3,6,"ohh I like that description, I'm gonna guess it's this one",TRUE,adult-child
66,28,parent,matcher,G1,3,6,"okay, got that one",TRUE,adult-child
66,30,parent,matcher,I1,3,6,okay,TRUE,adult-child
66,31,parent,matcher,B1,4,6,"mhm okay, I think I know which one it is",TRUE,adult-child
66,32,child,matcher,I1,4,6,"it's a waiter's holding the bow, bowl",TRUE,adult-child
66,33,parent,matcher,H1,4,6,emperor you said? I know emperor,TRUE,adult-child
66,34,child,matcher,G1,4,6,got it,TRUE,adult-child
66,36,child,matcher,A1,4,6,I got it,TRUE,adult-child
66,37,parent,matcher,D1,4,6,you on your tummy reading,TRUE,adult-child
66,38,child,matcher,K1,4,6,"the doggy, I got it",TRUE,adult-child
66,39,parent,matcher,F1,4,6,"alright, bird wings",TRUE,adult-child
66,40,child,matcher,C1,4,6,I won it,TRUE,adult-child
67,2,parent,matcher,D1,1,8,okay,TRUE,adult-child
67,4,parent,matcher,H1,1,8,alright,TRUE,adult-child
67,6,parent,matcher,E1,1,8,okay,TRUE,adult-child
67,10,parent,matcher,B1,1,8,okay,TRUE,adult-child
67,13,parent,matcher,K1,2,8,mhm,TRUE,adult-child
67,15,parent,matcher,I1,2,8,okay,TRUE,adult-child
67,19,parent,matcher,G1,2,8,hmm not a human,TRUE,adult-child
67,30,parent,matcher,F1,3,8,"running, okay",TRUE,adult-child
68,4,parent,matcher,I1,1,6,ah,FALSE,adult-child
68,6,parent,matcher,B1,1,6,oh okay,TRUE,adult-child
68,11,parent,matcher,H1,2,6,oh kay,FALSE,adult-child
68,13,parent,matcher,F1,2,6,yayy,TRUE,adult-child
68,15,parent,matcher,G1,2,6,kind of a house?,TRUE,adult-child
68,20,child,matcher,I1,2,6,that's what I did last time,TRUE,adult-child
68,24,parent,matcher,K1,3,6,please give me this food I don't know which one it is,TRUE,adult-child
68,28,parent,matcher,D1,3,6,sleeping,TRUE,adult-child
68,34,child,matcher,K1,4,6,ouu are you-,TRUE,adult-child
68,35,parent,matcher,F1,4,6,triangle feet,TRUE,adult-child
69,1,child,matcher,E1,1,6,Yeah,TRUE,adult-child
69,8,parent,matcher,F1,1,6,"He's running around screaming? Okay, I got it",TRUE,adult-child
69,10,parent,matcher,I1,1,6,"He's holding a tray, very good",TRUE,adult-child
69,13,parent,matcher,K1,2,6,Okay,TRUE,adult-child
69,17,parent,matcher,H1,2,6,Ooh okay,TRUE,adult-child
69,19,parent,matcher,E1,2,6,Wow,TRUE,adult-child
69,30,parent,matcher,D1,3,6,Taking a nap?,TRUE,adult-child
69,35,parent,matcher,C1,4,6,He's like um-,TRUE,adult-child
70,1,child,matcher,I1,1,6,and I look like--,TRUE,adult-child
70,5,child,matcher,A1,1,6,umm okay,TRUE,adult-child
70,6,parent,matcher,D1,1,6,it look like what?,TRUE,adult-child
70,8,parent,matcher,H1,1,6,you don't see no legs?,TRUE,adult-child
70,12,child,matcher,E1,2,6,"I agree, I saw that one when I was running xxx",TRUE,adult-child
70,13,parent,matcher,B1,2,6,sad?,TRUE,adult-child
70,14,child,matcher,C1,2,6,you got the one that was up?,TRUE,adult-child
70,15,parent,matcher,F1,2,6,jumping and doing the split? okay,TRUE,adult-child
70,16,child,matcher,G1,2,6,hm? that's what I said,TRUE,adult-child
70,20,child,matcher,H1,2,6,it look like to me too,TRUE,adult-child
70,21,child,matcher,I1,3,6,"mmm left, I mean right",TRUE,adult-child
70,27,child,matcher,A1,3,6,"lee, left",TRUE,adult-child
70,28,parent,matcher,C1,3,6,what? how somebody look crawling down to the basement? who you say crawling in the basement?,TRUE,adult-child
71,4,parent,matcher,G1,1,8,okay,TRUE,adult-child
71,6,parent,matcher,C1,1,8,okay,TRUE,adult-child
71,15,parent,matcher,E1,2,8,which way? okay,TRUE,adult-child
71,17,parent,matcher,I1,2,8,kay,TRUE,adult-child
71,26,parent,matcher,K1,3,8,it looks like someone has a tail and their head is an arrow,TRUE,adult-child
71,33,parent,matcher,I1,4,8,okay don't get too creative here,FALSE,adult-child
71,37,parent,matcher,F1,4,8,okay,TRUE,adult-child
71,38,child,matcher,B1,4,8,hmm,FALSE,adult-child
71,39,parent,matcher,E1,4,8,diamond-shaped head?,FALSE,adult-child
72,1,child,matcher,G1,1,8,yeah,FALSE,adult-child
72,2,parent,matcher,K1,1,8,there is a square under the point thing? okay so it's that one,TRUE,adult-child
72,3,child,matcher,F1,1,8,oh yeah,TRUE,adult-child
72,5,child,matcher,A1,1,8,oh,TRUE,adult-child
72,6,parent,matcher,I1,1,8,a triangle hand? okay,TRUE,adult-child
72,8,parent,matcher,C1,1,8,"it's head is floating, ok",TRUE,adult-child
73,1,child,matcher,K1,1,6,I think something is.. it's two a dog?,TRUE,adult-child
73,2,parent,matcher,E1,1,6,"um, somebody that's holding something that's, I guess a person holding something?",FALSE,adult-child
73,3,child,matcher,B1,1,6,oh a people?,TRUE,adult-child
73,4,parent,matcher,C1,1,6,"oh it is okay, uh I see yeah, um yeah we're gonna say this somebody uh doing the tornado drill",TRUE,adult-child
73,5,child,matcher,F1,1,6,uh a xxx big bird? a a puppy? it's a human? it kind of- it might be a alien,FALSE,adult-child
73,6,parent,matcher,D1,1,6,is it a airplane?,TRUE,adult-child
73,7,child,matcher,A1,1,6,okay,TRUE,adult-child
73,8,parent,matcher,I1,1,6,okay,TRUE,adult-child
73,9,child,matcher,G1,1,6,"or pr-- is it like, is it the president? yeah, yup",TRUE,adult-child
73,10,parent,matcher,H1,1,6,"say that again sit down, sit down mmm does it look like it, does does it look like the shapes are somebody-- you said somebody lying? are they, is it like, look like it's standing still, like they're holding something?",TRUE,adult-child
73,11,parent,matcher,G1,2,6,okay,TRUE,adult-child
73,12,child,matcher,D1,2,6,okay is the book is like-,FALSE,adult-child
73,13,parent,matcher,K1,2,6,is it like a triangle is like a tail? mm,TRUE,adult-child
73,14,child,matcher,H1,2,6,"is it a, is it  a people who's running a airplane? oh uh, they're in a airplane? are they i , in a airplane?",FALSE,adult-child
73,15,parent,matcher,B1,2,6,somebody's walking and feeling sad,TRUE,adult-child
73,16,child,matcher,I1,2,6,uhh uh giving people some food?,TRUE,adult-child
73,17,parent,matcher,F1,2,6,okay,TRUE,adult-child
73,18,child,matcher,C1,2,6,"like doing the- the- or doin, doing the drills",TRUE,adult-child
73,20,child,matcher,E1,2,6,no I think,FALSE,adult-child
73,21,child,matcher,K1,3,6,"uh yeah, I think",TRUE,adult-child
73,22,parent,matcher,I1,3,6,okay,TRUE,adult-child
73,23,child,matcher,G1,3,6,or riding a airplane I think,FALSE,adult-child
73,25,child,matcher,F1,3,6,uh somebody's trying to catch something?,TRUE,adult-child
73,29,child,matcher,A1,3,6,uhh okay,TRUE,adult-child
73,31,parent,matcher,K1,4,6,mhm,TRUE,adult-child
73,32,child,matcher,C1,4,6,"um, there's somebody doing the tornado drill",TRUE,adult-child
73,34,child,matcher,D1,4,6,somebody's riding a airplane because beca- because he's holdi- because he's had like a xxx ride a airplane like that one,TRUE,adult-child
73,38,child,matcher,E1,4,6,or jumping for joys,TRUE,adult-child
73,39,parent,matcher,G1,4,6,"I can't hear you honey are you looking at it? okay, say it again there's somebody who's telling somebody not to to do something bad again? oh you mean somebody is sitting down scolding them? oh",TRUE,adult-child
73,40,child,matcher,H1,4,6,"no it's like, it's people is pointing at people",TRUE,adult-child
74,2,parent,matcher,G1,1,6,it's- okay,TRUE,adult-child
74,22,parent,matcher,G1,3,6,okay what's the statue doing oh,TRUE,adult-child
74,28,parent,matcher,C1,3,6,okay,TRUE,adult-child
74,37,parent,matcher,A1,4,6,running?,TRUE,adult-child
75,4,parent,matcher,K1,1,8,a cliff with an edge on the bottom?,TRUE,adult-child
75,6,parent,matcher,E1,1,8,like a flying squirrel,TRUE,adult-child
75,12,child,matcher,C1,2,8,that's the one whose kneel-,TRUE,adult-child
75,14,child,matcher,K1,2,8,"yeah now it does to me doesn't look like a cliff anymore,  wait a minute, that's not the cliff, that's not the cliff, though, that's something different yeah me too, but the cliff has a jagged",TRUE,adult-child
75,17,parent,matcher,G1,2,8,mmm,TRUE,adult-child
75,18,child,matcher,I1,2,8,hmmm,TRUE,adult-child
75,20,child,matcher,B1,2,8,is this the sad lonely person walking?,TRUE,adult-child
75,37,parent,matcher,G1,4,8,hmm,TRUE,adult-child
101,2,right,matcher,F1,1,NA,okay yup,TRUE,adult-adult
101,12,left,matcher,E1,2,NA,okay,TRUE,adult-adult
101,14,left,matcher,I1,2,NA,mhm,TRUE,adult-adult
101,17,right,matcher,G1,2,NA,mm,TRUE,adult-adult
101,26,right,matcher,F1,3,NA,mm,TRUE,adult-adult
102,1,right,matcher,E1,1,NA,mhm,TRUE,adult-adult
102,4,left,matcher,B1,1,NA,are they like walking? or just standing?,TRUE,adult-adult
102,5,right,matcher,H1,1,NA,holding something?,TRUE,adult-adult
102,6,left,matcher,F1,1,NA,mhm,TRUE,adult-adult
102,7,right,matcher,D1,1,NA,laying down,TRUE,adult-adult
102,12,right,matcher,A1,2,NA,mhm,TRUE,adult-adult
102,18,right,matcher,C1,2,NA,mmm,TRUE,adult-adult
102,20,right,matcher,G1,2,NA,mm hm,TRUE,adult-adult
102,21,right,matcher,I1,3,NA,mm hm,TRUE,adult-adult
102,25,right,matcher,K1,3,NA,okay,TRUE,adult-adult
103,17,right,matcher,F1,2,NA,not sitting? ok,TRUE,adult-adult
104,1,right,matcher,E1,1,NA,yeah,TRUE,adult-adult
104,2,left,matcher,K1,1,NA,"okay, does it have like an arrow for the head oh okay, great, nice",TRUE,adult-adult
104,3,right,matcher,C1,1,NA,yeah,TRUE,adult-adult
104,4,left,matcher,A1,1,NA,"the one with like two legs, or the one with the one leg?",TRUE,adult-adult
104,5,right,matcher,I1,1,NA,yeah,TRUE,adult-adult
104,6,left,matcher,G1,1,NA,"okay, great",TRUE,adult-adult
104,7,right,matcher,H1,1,NA,really thick mm,TRUE,adult-adult
104,10,left,matcher,B1,1,NA,yeah,TRUE,adult-adult
104,11,left,matcher,I1,2,NA,yes,TRUE,adult-adult
104,12,right,matcher,B1,2,NA,mm,TRUE,adult-adult
104,15,left,matcher,H1,2,NA,okay,TRUE,adult-adult
104,19,left,matcher,C1,2,NA,okay,TRUE,adult-adult
104,24,left,matcher,G1,3,NA,okay,TRUE,adult-adult
104,26,left,matcher,F1,3,NA,okay,TRUE,adult-adult
104,35,left,matcher,H1,4,NA,okay,TRUE,adult-adult
105,10,right,matcher,F1,1,NA,"maybe, can't really tell,",TRUE,adult-adult
106,3,right,matcher,G1,1,NA,the person that looks like you,TRUE,adult-adult
106,10,left,matcher,C1,1,NA,"the one, like, kneeling down? okay the one that, like, we haven't seen before",TRUE,adult-adult
106,17,left,matcher,H1,2,NA,"it's the chunky one, right? okay",TRUE,adult-adult
107,2,left,matcher,H1,1,NA,okay,TRUE,adult-adult
107,4,left,matcher,F1,1,NA,umm okay the righ- the right triangle on the right side of the square? alright,TRUE,adult-adult
107,5,right,matcher,B1,1,NA,oh okay so it's not the one where it sorta looks like uh someone holding the triangle okay,TRUE,adult-adult
107,6,left,matcher,I1,1,NA,"uh the one ho- the one holding the triangle, not the kneeling one?",TRUE,adult-adult
107,8,left,matcher,G1,1,NA,uh looks kinda like the big triangle at the bottom?,TRUE,adult-adult
107,10,left,matcher,E1,1,NA,"the one that- yeah, the one that's not holding the triangle",TRUE,adult-adult
107,11,left,matcher,A1,2,NA,okay no house?,TRUE,adult-adult
107,15,right,matcher,K1,2,NA,um it's the one that's got kind of a house on the top,TRUE,adult-adult
107,16,left,matcher,H1,2,NA,"oh okay, not- no house?",TRUE,adult-adult
107,18,left,matcher,G1,2,NA,gotch,TRUE,adult-adult
107,20,right,matcher,F1,2,NA,are there like two triangles at the bottom?,TRUE,adult-adult
107,21,left,matcher,K1,3,NA,uh it's the one with the house on top,TRUE,adult-adult
107,21,right,matcher,K1,3,NA,NA uh it's the one that kinda looks like a person jumping,TRUE,adult-adult
107,26,left,matcher,G1,3,NA,"uh not kneeling, right?",TRUE,adult-adult
108,31,left,matcher,H1,4,NA,um kneeling offering,TRUE,adult-adult
109,1,right,matcher,F1,1,NA,okay,TRUE,adult-adult
109,2,left,matcher,H1,1,NA,"yeah the, the big one? the really thick one?",TRUE,adult-adult
109,4,left,matcher,D1,1,NA,kinda looks like a guy swimming?,TRUE,adult-adult
109,8,left,matcher,C1,1,NA,oh yes,TRUE,adult-adult
109,17,left,matcher,F1,2,NA,"is, is the one that says like, I really I'm gonna put my hand, a really prominent based two triangles okay",TRUE,adult-adult
111,1,left,matcher,K1,1,NA,"okay, so it's the arrow at the end?",TRUE,adult-adult
111,2,right,matcher,F1,1,NA,ok,TRUE,adult-adult
111,3,left,matcher,D1,1,NA,ok,TRUE,adult-adult
111,5,left,matcher,C1,1,NA,"is there, is that the one where the head's lower than the hips ok, cause they kinda both look like a person bending over",TRUE,adult-adult
111,6,right,matcher,E1,1,NA,ok,TRUE,adult-adult
111,8,right,matcher,G1,1,NA,"oh, on the square? oh, ok perfect",TRUE,adult-adult
111,9,left,matcher,I1,1,NA,holding like a triangle? gotcha,TRUE,adult-adult
111,11,right,matcher,D1,2,NA,"oh, ok, so not the person from the ok",TRUE,adult-adult
111,15,right,matcher,A1,2,NA,ok,TRUE,adult-adult
111,18,left,matcher,F1,2,NA,ok,TRUE,adult-adult
111,19,right,matcher,C1,2,NA,like kneeling down?,TRUE,adult-adult
111,20,left,matcher,E1,2,NA,ok,TRUE,adult-adult
111,29,left,matcher,D1,3,NA,ok,TRUE,adult-adult
111,32,left,matcher,F1,4,NA,ok,TRUE,adult-adult
111,34,left,matcher,E1,4,NA,ok,TRUE,adult-adult
112,2,right,matcher,E1,1,NA,"leaping, ok yeah",TRUE,adult-adult
112,4,right,matcher,H1,1,NA,ok,TRUE,adult-adult
112,5,left,matcher,B1,1,NA,ok,TRUE,adult-adult
112,6,right,matcher,K1,1,NA,yeah,TRUE,adult-adult
112,7,left,matcher,G1,1,NA,ok,TRUE,adult-adult
112,9,left,matcher,F1,1,NA,ok,TRUE,adult-adult
112,13,right,matcher,F1,2,NA,not bent over? ok,TRUE,adult-adult
113,30,right,matcher,F1,3,NA,wings?,TRUE,adult-adult
113,31,right,matcher,E1,4,NA,it looks like it's leaping,TRUE,adult-adult
114,1,left,matcher,A1,1,NA,"running towards the left, okay just one square is the head? ah, okay",TRUE,adult-adult
114,3,left,matcher,D1,1,NA,"ok, i see it",TRUE,adult-adult
114,7,left,matcher,G1,1,NA,ok,TRUE,adult-adult
114,10,right,matcher,K1,1,NA,"like the arrow-y head, pointing?",TRUE,adult-adult
114,12,left,matcher,I1,2,NA,gotcha,TRUE,adult-adult
114,14,left,matcher,C1,2,NA,ok,TRUE,adult-adult
114,26,right,matcher,K1,3,NA,mhm,TRUE,adult-adult
115,2,right,matcher,G1,1,NA,ok,TRUE,adult-adult
115,4,right,matcher,B1,1,NA,ok,TRUE,adult-adult
115,5,left,matcher,I1,1,NA,ok,TRUE,adult-adult
115,8,right,matcher,H1,1,NA,yeah that's what i was going to say,TRUE,adult-adult
115,10,right,matcher,F1,1,NA,ok so that one,TRUE,adult-adult
115,11,right,matcher,E1,2,NA,ok,TRUE,adult-adult
115,15,right,matcher,A1,2,NA,ok,TRUE,adult-adult
115,19,right,matcher,K1,2,NA,ok,TRUE,adult-adult
115,22,right,matcher,F1,3,NA,"yeah, ok",TRUE,adult-adult
115,30,right,matcher,G1,3,NA,"ok, so the bowing one? ok",TRUE,adult-adult
