subid,type,trial,target,person,correct,record
66,test,35,E1,child,Y,you're jumping up in the air with hands in the sky
66,test,1,F1,parent,Y,the one that doesn't look like a person who looks sad. so it's the opposite one.
66,test,39,F1,child,Y,"this guy has flapping bird wings, bird feet"
66,test,4,G1,child,Y,kinda looks like it's sitting on a chair
66,test,34,G1,parent,Y,"this one is the sad woman, sitting on a square box"
66,test,3,H1,parent,Y,looks like maybe a person who's standing up on the ground and they're holding like a bowl or something
66,test,33,H1,child,Y,so this emperor is holding up something
66,test,6,I1,child,Y,"so this kind of looks like someone that's showing something, and it kinda has like a tuxedo design, like a tuxedo body"
66,test,32,I1,parent,Y,this one looks like a waiter holding a bowl
66,test,2,K1,child,Y,"it kinda has a tail like a dog, and it has like regular legs like a human"
66,test,38,K1,parent,Y,this one is the doggy
67,test,9,A1,parent,Y,it looks like it's a woman walking away
67,test,35,A1,child,Y,tap on the one that looks like a woman walking away
67,test,10,B1,child,Y,tap on the one that's looking down and it has no arms
67,test,34,B1,parent,Y,"tap on the one that's walking away, where it look like he got the hands in the box"
67,test,1,C1,parent,Y,tap on the figure that looks like he's crouching down walking like a dog
67,test,39,C1,child,Y,tap on the one that looks like they're crouching
67,test,2,D1,child,Y,"it looks like he's crouching down, like he's crawling"
67,test,38,D1,parent,N,tap on the one that looks like they're flying
67,test,6,E1,child,Y,the one that's jumping like he's happy
67,test,40,E1,parent,Y,tap on the one where it looks like they're jumping
67,test,8,F1,child,Y,tap on the one that looks like a bird
67,test,8,F1,child,Y,feet looks like a triangle
67,test,36,F1,parent,Y,tap on the one that looks like they're about to fly with those triangles for their feet
67,test,7,G1,parent,Y,"tap on the one that looks like they're kneeling, as if they're praying"
67,test,37,G1,child,Y,tap on the one that looks like they're kneeling
67,test,4,H1,child,Y,the one that looks like he's carrying a large container
67,test,32,H1,parent,Y,tap on the one that looks like it's carrying a box
67,test,3,I1,parent,Y,tap the one that looks like he's about to serve you dinner
67,test,33,I1,child,Y,"tap on the one that looks like a butler, about to save the soup"
67,test,5,K1,parent,Y,tap the one that looks like they're leaning forward
67,test,31,K1,child,Y,tap on the one that has an arrow for a head
68,test,2,A1,child,N,you're looking for something that has a triangle
68,test,32,A1,parent,Y,you are running away from the rainstorm
68,test,6,B1,child,Y,you are walking like you're sad
68,test,38,B1,parent,Y,you are sad cause you just lost your money
68,test,1,C1,parent,N, you're looking for something that's on the sidewalk
68,test,33,C1,child,Y,he's saying please your majesty don't hurt me
68,test,10,D1,child,Y,you're laying down
68,test,36,D1,parent,Y,you are reading a book in bed
68,test,3,E1,parent,Y,you are jumping up in the air cause you're so excited
68,test,37,E1,child,N,you are walking away
68,test,7,F1,parent,Y,you are doing the splits in the air
68,test,35,F1,parent,Y,triangle feet
68,test,9,G1,parent,Y,in this one you're sitting watching tv
68,test,5,H1,parent,Y,you are standing at the store waiting for coffee
68,test,39,H1,child,Y,you are looking inside a box
68,test,4,I1,child,N,jumping up in the air
68,test,40,I1,parent,Y,you are presenting someone with a drink
68,test,8,K1,child,Y,it has a hat on
68,test,34,K1,parent,Y,you have a triangle on your butt
69,test,3,A1,parent,Y,he's running away
69,test,33,A1,child,Y,He's running
69,test,6,B1,child,Y,he's walking
69,test,36,B1,parent,Y,He's so sad
69,test,9,C1,parent,N,he's praying
69,test,35,C1,child,Y,begging to go on the plane
69,test,2,D1,child,Y,he fell and he's laying down
69,test,34,D1,parent,Y,he just fell and hit his head
69,test,1,E1,parent,Y,this guy is falling
69,test,40,F1,parent,Y,This guy's running away from you
69,test,4,G1,child,Y,he's sitting down
69,test,32,G1,parent,Y,he's sitting on a bench
69,test,7,H1,parent,Y,he went to college and now he's getting his degree
69,test,31,H1,child,Y,He's giving out cookies
69,test,10,I1,child,Y,it's like a person that's holding something
69,test,5,K1,parent,Y,I think he's jumping. It's like a dog on two legs
69,test,37,K1,child,Y,he's giving out drinks
70,test,5,A1,parent,Y,"it look like somebody walking again, but got their leg all the way kicked back"
70,test,33,A1,child,Y,someone running I think hes happy
70,test,3,B1,parent,Y,it look like a person walking
70,test,37,B1,child,Y,someone sad
70,test,4,C1,child,Y,it looks like a person crawling
70,test,38,C1,parent,Y,someone bent over on their knees
70,test,6,D1,child,Y,it looks like he's a person crawling or laying on the ground
70,test,36,D1,parent,Y,someone driving a car
70,test,10,E1,child,Y,it looks like the person jumped
70,test,40,E1,parent,Y,someone leaping in the air
70,test,9,F1,parent,Y,it looks like they might have wings
70,test,2,G1,child,Y,it looks like a person sitting on something
70,test,32,G1,parent,Y,a lady sitting down
70,test,8,H1,child,Y,it look like a person standing up but I don't see no legs
70,test,34,H1,parent,Y,someone carrying a bucket
70,test,1,I1,parent,Y,like a person holding something
70,test,39,I1,child,Y,someone holding something that's a triangle
70,test,7,K1,parent,Y,it looks like somebody reaching forward
70,test,35,K1,child,Y,"someone that has a head, someone with a tail"
71,test,5,A1,parent,Y,it looks like somebody is ice skating 
71,test,35,A1,child,Y,someone running with his hands behind his back
71,test,10,B1,child,Y,it looks like somebody walking and looking down
71,test,38,B1,parent,N,"I think that looks like a rocket ship that is losing it's square command module from it's nose, cause it's leaning over to one side"
71,test,6,C1,child,Y,someone laying down in a ball
71,test,34,C1,parent,Y,this is someone doing some yoga--
71,test,9,D1,parent,Y,this looks like someone lying on the ground--
71,test,31,D1,child,Y,somebody laying down with a tail and one foot in the air
71,test,1,E1,parent,Y,"it looks like a square-shaped man jumping up, his legs to one side"
71,test,39,E1,child,N,someone who has a dip in their body and has a diamond-shaped head
71,test,3,F1,parent,Y,"this looks like someone with his arms running very fast, one foot in the front, one foot in the back, with his arms stretched up"
71,test,37,F1,child,Y,someone pointing up in the air and has two triangle feet
71,test,4,G1,child,Y,"it looks like a triangle sitting down with a point sticking up, going like this with a angle and a square"
71,test,32,G1,parent,Y,this looks like a jet fighter
71,test,2,H1,child,Y,it is someone pointing with a diamond head
71,test,40,H1,parent,Y,this is a graduate 
71,test,7,I1,parent,Y,this looks like a waiter serving something
71,test,33,I1,child,N,"it looks like somebody is learning forward, has a triangle foot and has the head on the point of the head "
71,test,8,K1,child,Y,"he has his arms out and his head is an arrow, and he has a pointy foot, and he is leaning forward"
71,test,36,K1,parent,Y, this is a dog who's learning to do a trick by standing on his hind legs
72,test,5,A1,parent,Y,this one looks like a person running with a square balanced on top
72,test,39,A1,child,Y,somebody running
72,test,9,B1,parent,Y,this is a person walking looking down
72,test,37,B1,child,N,somebody looking down
72,test,8,C1,child,Y,this one it's lying down its head is floating and it's a square
72,test,40,C1,parent,Y,somebody going into a handstand
72,test,4,D1,child,Y,"it's lying down, triangle feet"
72,test,32,D1,parent,Y,somebody lying down with their leg up
72,test,7,E1,parent,Y,this one looks like somebody jumping for joy with their arms up  in the air
72,test,35,E1,child,Y,somebody jumping
72,test,3,F1,parent,Y,"the sqaure is on the left side on a point,  kind of tilted, looks like it's gonna roll down a hill"
72,test,31,F1,child,Y,somebody pointing with the shark mouth
72,test,1,G1,parent,N, there is a weird shape on the bottom and there is a square on the top kind of tilted sitting on top of a point
72,test,33,G1,child,Y,somebody sitting
72,test,10,H1,child,Y,this is a person pointing at something
72,test,36,H1,parent,Y,holding out a tray
72,test,6,I1,child,Y,this one has a triangle hand
72,test,34,I1,parent,Y,somebody holding out a diamond tray
72,test,2,K1,child,Y,"kind of dog like things, with the square thing on the top under the bottom, the point thing"
72,test,38,K1,parent,Y,somebody holding out a tray
73,test,7,A1,parent,Y,it's shaped like somebody is running
73,test,35,A1,child,Y,it's someone that is running away
73,test,3,B1,parent,Y,it could be like a person walking
73,test,33,B1,child,Y,somebody is running really fast
73,test,4,C1,parent,Y,this is somebody doing the tornado drill
73,test,32,C1,child,Y,there's somebody doing the tornado drill
73,test,6,D1,child,Y,it can fly into the sky
73,test,34,D1,parent,Y,it looks like somebody is reading a book or it's like an airplane
73,test,2,E1,child,N,something is like is eating sandwich
73,test,38,E1,parent,Y,somebody sitting down or jumping for joy
73,test,5,F1,parent,N,"maybe it's an alien, it's just shapes together"
73,test,37,F1,child,Y,it's somebody who's trying to catch something or maybe get them
73,test,9,G1,parent,Y,"the top part is a square, and it's tilted, the shapes almost look like they can represent somebody kneeling, or even sitting"
73,test,39,G1,child,Y,it is the president telling somebody don't do something again
73,test,10,H1,parent,Y,like they're holding something
73,test,40,H1,parent,Y," it's a square on top, and it's like they're serving something"
73,test,8,I1,child,Y,it's somebody who's holding some breakfast
73,test,36,I1,parent,Y,the shapes are of somebody serving 
73,test,1,K1,parent,Y,"it's shaped like an animal, that goes ruff ruff"
73,test,31,K1,child,Y,it's somebody whose dog is barking
74,test,5,A1,parent,Y,the shape looks like one leg is up
74,test,37,A1,child,Y,it's something that looks like it's running
74,test,4,B1,child,Y,it's a man that's walking
74,test,36,B1,parent,Y, it looks like it's walking away
74,test,6,C1,child,Y,it's something that's on the ground crawling
74,test,38,C1,parent,N,it looks like it's falling down
74,test,8,D1,child,Y,it is a man on the ground and one foot is up
74,test,34,D1,parent,Y,it looks like it's laying on it's stomach with its leg up
74,test,3,E1,parent,Y,it looks like it's jumping
74,test,31,E1,child,Y,it's something that's flying
74,test,7,F1,parent,Y, it looks like it's running
74,test,33,F1,child,Y,it looks like it's looking up in the sky
74,test,2,G1,child,Y,it has a square on the top it's like a statue
74,test,32,G1,parent,Y,it looks like it's sitting
74,test,1,H1,parent,Y,it looks like the person is pointing
74,test,39,H1,child,Y,looks like it's giving you a coin
74,test,10,I1,child,Y,it's a man that standing up and it has something in its hands
74,test,40,I1,parent,Y, it looks like it's handing you something
74,test,9,K1,parent,Y,it looks like it has a tail
74,test,35,K1,child,Y,it's something that looks like it's giving to you
75,test,7,A1,parent,Y,this one looks like maybe somebody running
75,test,35,A1,child,Y,guy who has fin arms
75,test,2,B1,child,Y,"this one looks like a sad, lonely man walking"
75,test,36,B1,parent,Y,"this is the sad, lonely guy"
75,test,8,C1,child,Y,this one looks like somebody laying down
75,test,32,C1,parent,Y,"getting a drink out of the river, laying down"
75,test,3,D1,parent,Y,this one looks like you reading a book in your  bed
75,test,33,D1,child,Y,floating racecar
75,test,6,E1,child,Y,this one looks like someone jumping into the air with a vest but has no arms
75,test,40,E1,parent,Y,this one is jumping for joy
75,test,1,F1,parent,Y,it looks like someone doing the dab
75,test,31,F1,child,Y,dab
75,test,5,G1,parent,Y,looks like somebody may be kneeling down and praying
75,test,37,G1,child,Y,someone sitting in a chair
75,test,9,H1,parent,Y,this one looks like somebody in a robe holding out a plate or a bowl
75,test,39,H1,child,Y,guy with the flag on his arm
75,test,10,I1,child,Y,this one looks like somebody leaning with a pointy ball
75,test,34,I1,parent,Y,this is the upside down triangle that's being served to the table
75,test,4,K1,child,Y,it's a cliff with a foot on the bottom and then there's two platforms on the different sides
75,test,38,K1,parent,Y,it's the dog one
