"","answers.0.subid","answers.0.itemid","answers.0.audioid","answers.0.trialnum","answers.0.age","answers.0.target","answers.0.leftpic","answers.0.rightpic","answers.0.person","answers.0.side","answers.0.chosenpic","answers.0.correct","answers.0.date","answers.0.timestamp","answers.0.reactiontime","answers.0.occurrence","answers.1.subid","answers.1.itemid","answers.1.audioid","answers.1.trialnum","answers.1.age","answers.1.target","answers.1.leftpic","answers.1.rightpic","answers.1.person","answers.1.side","answers.1.chosenpic","answers.1.correct","answers.1.date","answers.1.timestamp","answers.1.reactiontime","answers.1.occurrence","answers.2.subid","answers.2.itemid","answers.2.audioid","answers.2.trialnum","answers.2.age","answers.2.target","answers.2.leftpic","answers.2.rightpic","answers.2.person","answers.2.side","answers.2.chosenpic","answers.2.correct","answers.2.date","answers.2.timestamp","answers.2.reactiontime","answers.2.occurrence","answers.3.subid","answers.3.itemid","answers.3.audioid","answers.3.trialnum","answers.3.age","answers.3.target","answers.3.leftpic","answers.3.rightpic","answers.3.person","answers.3.side","answers.3.chosenpic","answers.3.correct","answers.3.date","answers.3.timestamp","answers.3.reactiontime","answers.3.occurrence","answers.4.subid","answers.4.itemid","answers.4.audioid","answers.4.trialnum","answers.4.age","answers.4.target","answers.4.leftpic","answers.4.rightpic","answers.4.person","answers.4.side","answers.4.chosenpic","answers.4.correct","answers.4.date","answers.4.timestamp","answers.4.reactiontime","answers.4.occurrence","answers.5.subid","answers.5.itemid","answers.5.audioid","answers.5.trialnum","answers.5.age","answers.5.target","answers.5.leftpic","answers.5.rightpic","answers.5.person","answers.5.side","answers.5.chosenpic","answers.5.correct","answers.5.date","answers.5.timestamp","answers.5.reactiontime","answers.5.occurrence","answers.6.subid","answers.6.itemid","answers.6.audioid","answers.6.trialnum","answers.6.age","answers.6.target","answers.6.leftpic","answers.6.rightpic","answers.6.person","answers.6.side","answers.6.chosenpic","answers.6.correct","answers.6.date","answers.6.timestamp","answers.6.reactiontime","answers.6.occurrence","answers.7.subid","answers.7.itemid","answers.7.audioid","answers.7.trialnum","answers.7.age","answers.7.target","answers.7.leftpic","answers.7.rightpic","answers.7.person","answers.7.side","answers.7.chosenpic","answers.7.correct","answers.7.date","answers.7.timestamp","answers.7.reactiontime","answers.7.occurrence","answers.8.subid","answers.8.itemid","answers.8.audioid","answers.8.trialnum","answers.8.age","answers.8.target","answers.8.leftpic","answers.8.rightpic","answers.8.person","answers.8.side","answers.8.chosenpic","answers.8.correct","answers.8.date","answers.8.timestamp","answers.8.reactiontime","answers.8.occurrence","answers.9.subid","answers.9.itemid","answers.9.audioid","answers.9.trialnum","answers.9.age","answers.9.target","answers.9.leftpic","answers.9.rightpic","answers.9.person","answers.9.side","answers.9.chosenpic","answers.9.correct","answers.9.date","answers.9.timestamp","answers.9.reactiontime","answers.9.occurrence","answers.10.subid","answers.10.itemid","answers.10.audioid","answers.10.trialnum","answers.10.age","answers.10.target","answers.10.leftpic","answers.10.rightpic","answers.10.person","answers.10.side","answers.10.chosenpic","answers.10.correct","answers.10.date","answers.10.timestamp","answers.10.reactiontime","answers.10.occurrence"
"260","8311-2f807928-29e5-4bff-82fb-c927d6132535",14,"16_06",0,"mturk","A1","A1","K1","child","L","A1",TRUE,"7/8/2020","15:22:40",2702,1,"8311-2f807928-29e5-4bff-82fb-c927d6132535",14,"07_04",1,"mturk","B1","K1","B1","child","R","B1",TRUE,"7/8/2020","15:22:40",1114,1,"8311-2f807928-29e5-4bff-82fb-c927d6132535",14,"47_36",2,"mturk","C1","C1","I1","parent","L","C1",TRUE,"7/8/2020","15:22:40",866,2,"8311-2f807928-29e5-4bff-82fb-c927d6132535",14,"37_03",3,"mturk","D1","F1","D1","parent","R","D1",TRUE,"7/8/2020","15:22:40",1798,1,"8311-2f807928-29e5-4bff-82fb-c927d6132535",14,"27_02",4,"mturk","E1","I1","E1","child","R","E1",TRUE,"7/8/2020","15:22:40",1411,1,"8311-2f807928-29e5-4bff-82fb-c927d6132535",14,"54_35",5,"mturk","F1","K1","F1","child","R","F1",TRUE,"7/8/2020","15:22:40",805,2,"8311-2f807928-29e5-4bff-82fb-c927d6132535",14,"39_34",6,"mturk","G1","G1","E1","parent","L","G1",TRUE,"7/8/2020","15:22:40",1433,2,"8311-2f807928-29e5-4bff-82fb-c927d6132535",14,"21_07",7,"mturk","H1","H1","D1","parent","R","D1",FALSE,"7/8/2020","15:22:40",1639,1,"8311-2f807928-29e5-4bff-82fb-c927d6132535",14,"47_40",8,"mturk","I1","I1","A1","parent","L","I1",TRUE,"7/8/2020","15:22:40",1273,2,"8311-2f807928-29e5-4bff-82fb-c927d6132535",14,"73_31",9,"mturk","K1","K1","D1","child","L","K1",TRUE,"7/8/2020","15:22:40",2598,2,"8311-2f807928-29e5-4bff-82fb-c927d6132535",14,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","15:22:40",163,"check"
"261","4657-7812a122-61be-4bb0-9202-8203af2ab1e8",36,"27_08",0,"mturk","A1","K1","A1","child","R","A1",TRUE,"7/8/2020","13:35:21",7067,1,"4657-7812a122-61be-4bb0-9202-8203af2ab1e8",36,"64_04",1,"mturk","B1","C1","B1","child","R","B1",TRUE,"7/8/2020","13:35:21",504,1,"4657-7812a122-61be-4bb0-9202-8203af2ab1e8",36,"50_02",2,"mturk","C1","C1","I1","child","L","C1",TRUE,"7/8/2020","13:35:21",412,1,"4657-7812a122-61be-4bb0-9202-8203af2ab1e8",36,"09_35",3,"mturk","D1","H1","D1","child","R","D1",TRUE,"7/8/2020","13:35:21",591,2,"4657-7812a122-61be-4bb0-9202-8203af2ab1e8",36,"28_39",4,"mturk","E1","E1","A1","child","R","A1",FALSE,"7/8/2020","13:35:21",962,2,"4657-7812a122-61be-4bb0-9202-8203af2ab1e8",36,"62_38",5,"mturk","F1","F1","G1","parent","L","F1",TRUE,"7/8/2020","13:35:21",3218,2,"4657-7812a122-61be-4bb0-9202-8203af2ab1e8",36,"33_38",6,"mturk","G1","K1","G1","parent","R","G1",TRUE,"7/8/2020","13:35:21",875,2,"4657-7812a122-61be-4bb0-9202-8203af2ab1e8",36,"16_38",7,"mturk","H1","D1","H1","parent","R","H1",TRUE,"7/8/2020","13:35:21",962,2,"4657-7812a122-61be-4bb0-9202-8203af2ab1e8",36,"71_07",8,"mturk","I1","A1","I1","parent","R","I1",TRUE,"7/8/2020","13:35:21",479,1,"4657-7812a122-61be-4bb0-9202-8203af2ab1e8",36,"51_01",9,"mturk","K1","A1","K1","parent","R","K1",TRUE,"7/8/2020","13:35:21",832,1,"4657-7812a122-61be-4bb0-9202-8203af2ab1e8",36,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","13:35:21",148,"check"
"262","1154-7e52ef59-a4f5-4ad7-9e81-0b4c6104e0ee",4,"54_04",0,"mturk","A1","I1","A1","child","R","A1",TRUE,"7/8/2020","11:00:13",3946,1,"1154-7e52ef59-a4f5-4ad7-9e81-0b4c6104e0ee",4,"21_02",1,"mturk","B1","C1","B1","child","L","C1",FALSE,"7/8/2020","11:00:13",2984,1,"1154-7e52ef59-a4f5-4ad7-9e81-0b4c6104e0ee",4,"54_33",2,"mturk","C1","I1","C1","child","R","C1",TRUE,"7/8/2020","11:00:13",1995,2,"1154-7e52ef59-a4f5-4ad7-9e81-0b4c6104e0ee",4,"33_07",3,"mturk","D1","H1","D1","parent","R","D1",TRUE,"7/8/2020","11:00:13",2190,1,"1154-7e52ef59-a4f5-4ad7-9e81-0b4c6104e0ee",4,"15_32",4,"mturk","E1","E1","I1","parent","L","E1",TRUE,"7/8/2020","11:00:13",2187,2,"1154-7e52ef59-a4f5-4ad7-9e81-0b4c6104e0ee",4,"49_38",5,"mturk","F1","F1","B1","parent","L","F1",TRUE,"7/8/2020","11:00:13",1959,2,"1154-7e52ef59-a4f5-4ad7-9e81-0b4c6104e0ee",4,"47_33",6,"mturk","G1","G1","K1","child","R","K1",FALSE,"7/8/2020","11:00:13",3457,2,"1154-7e52ef59-a4f5-4ad7-9e81-0b4c6104e0ee",4,"36_09",7,"mturk","H1","H1","E1","parent","L","H1",TRUE,"7/8/2020","11:00:13",2077,1,"1154-7e52ef59-a4f5-4ad7-9e81-0b4c6104e0ee",4,"67_33",8,"mturk","I1","A1","I1","child","R","I1",TRUE,"7/8/2020","11:00:13",1830,2,"1154-7e52ef59-a4f5-4ad7-9e81-0b4c6104e0ee",4,"58_06",9,"mturk","K1","K1","A1","child","R","A1",FALSE,"7/8/2020","11:00:13",2154,1,"1154-7e52ef59-a4f5-4ad7-9e81-0b4c6104e0ee",4,"finalcheck",10,"mturk","A1","A1","B1","check","R","B1",FALSE,"7/8/2020","11:00:13",2402,"check"
"263","0811-47696f44-f1f8-4f8b-a302-0b84132c2730",20,"20_05",0,"mturk","A1","A1","H1","parent","L","A1",TRUE,"7/8/2020","11:14:27",1529,1,"0811-47696f44-f1f8-4f8b-a302-0b84132c2730",20,"48_08",1,"mturk","B1","B1","I1","child","L","B1",TRUE,"7/8/2020","11:14:27",5628,1,"0811-47696f44-f1f8-4f8b-a302-0b84132c2730",20,"10_04",2,"mturk","C1","C1","A1","child","L","C1",TRUE,"7/8/2020","11:14:27",3750,1,"0811-47696f44-f1f8-4f8b-a302-0b84132c2730",20,"61_31",3,"mturk","D1","E1","D1","child","R","D1",TRUE,"7/8/2020","11:14:27",3950,2,"0811-47696f44-f1f8-4f8b-a302-0b84132c2730",20,"67_06",4,"mturk","E1","E1","H1","child","L","E1",TRUE,"7/8/2020","11:14:27",1694,1,"0811-47696f44-f1f8-4f8b-a302-0b84132c2730",20,"20_34",5,"mturk","F1","F1","G1","parent","L","F1",TRUE,"7/8/2020","11:14:27",3403,2,"0811-47696f44-f1f8-4f8b-a302-0b84132c2730",20,"12_40",6,"mturk","G1","E1","G1","parent","R","G1",TRUE,"7/8/2020","11:14:27",3903,2,"0811-47696f44-f1f8-4f8b-a302-0b84132c2730",20,"73_40",7,"mturk","H1","E1","H1","parent","R","H1",TRUE,"7/8/2020","11:14:27",2919,2,"0811-47696f44-f1f8-4f8b-a302-0b84132c2730",20,"28_32",8,"mturk","I1","C1","I1","parent","R","I1",TRUE,"7/8/2020","11:14:27",1285,2,"0811-47696f44-f1f8-4f8b-a302-0b84132c2730",20,"20_07",9,"mturk","K1","K1","A1","parent","L","K1",TRUE,"7/8/2020","11:14:27",1112,1,"0811-47696f44-f1f8-4f8b-a302-0b84132c2730",20,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","11:14:27",1978,"check"
"264","2712-a8593b2f-cfdd-4e95-9f13-e0fb7a3f0f24",103,"71_05",0,"mturk","A1","K1","A1","parent","L","K1",FALSE,"7/8/2020","14:53:17",1694,1,"2712-a8593b2f-cfdd-4e95-9f13-e0fb7a3f0f24",103,"30_04",1,"mturk","B1","B1","C1","child","L","B1",TRUE,"7/8/2020","14:53:17",1173,1,"2712-a8593b2f-cfdd-4e95-9f13-e0fb7a3f0f24",103,"54_09",2,"mturk","C1","E1","C1","parent","R","C1",TRUE,"7/8/2020","14:53:17",713,1,"2712-a8593b2f-cfdd-4e95-9f13-e0fb7a3f0f24",103,"68_10",3,"mturk","D1","D1","E1","child","L","D1",TRUE,"7/8/2020","14:53:17",935,1,"2712-a8593b2f-cfdd-4e95-9f13-e0fb7a3f0f24",103,"11_02",4,"mturk","E1","B1","E1","child","R","E1",TRUE,"7/8/2020","14:53:17",1238,1,"2712-a8593b2f-cfdd-4e95-9f13-e0fb7a3f0f24",103,"18_33",5,"mturk","F1","F1","K1","child","R","K1",FALSE,"7/8/2020","14:53:17",1634,2,"2712-a8593b2f-cfdd-4e95-9f13-e0fb7a3f0f24",103,"31_33",6,"mturk","G1","E1","G1","child","R","G1",TRUE,"7/8/2020","14:53:17",384,2,"2712-a8593b2f-cfdd-4e95-9f13-e0fb7a3f0f24",103,"46_37",7,"mturk","H1","H1","D1","child","L","H1",TRUE,"7/8/2020","14:53:17",458,2,"2712-a8593b2f-cfdd-4e95-9f13-e0fb7a3f0f24",103,"finalcheck",8,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","14:53:17",1104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"265","1267-cd9f1050-d710-4543-9c95-a6634c5657ce",34,"09_38",0,"mturk","A1","A1","D1","parent","L","A1",TRUE,"7/8/2020","13:45:00",1355,2,"1267-cd9f1050-d710-4543-9c95-a6634c5657ce",34,"57_40",1,"mturk","B1","B1","I1","parent","L","B1",TRUE,"7/8/2020","13:45:00",1174,2,"1267-cd9f1050-d710-4543-9c95-a6634c5657ce",34,"11_40",2,"mturk","C1","C1","H1","parent","L","C1",TRUE,"7/8/2020","13:45:00",2029,2,"1267-cd9f1050-d710-4543-9c95-a6634c5657ce",34,"20_03",3,"mturk","D1","E1","D1","parent","R","D1",TRUE,"7/8/2020","13:45:00",1186,1,"1267-cd9f1050-d710-4543-9c95-a6634c5657ce",34,"69_01",4,"mturk","E1","B1","E1","parent","R","E1",TRUE,"7/8/2020","13:45:00",2201,1,"1267-cd9f1050-d710-4543-9c95-a6634c5657ce",34,"32_10",5,"mturk","F1","F1","K1","child","L","F1",TRUE,"7/8/2020","13:45:00",1345,1,"1267-cd9f1050-d710-4543-9c95-a6634c5657ce",34,"59_08",6,"mturk","G1","G1","K1","child","L","G1",TRUE,"7/8/2020","13:45:00",1722,1,"1267-cd9f1050-d710-4543-9c95-a6634c5657ce",34,"72_10",7,"mturk","H1","E1","H1","child","R","H1",TRUE,"7/8/2020","13:45:00",1836,1,"1267-cd9f1050-d710-4543-9c95-a6634c5657ce",34,"12_34",8,"mturk","I1","A1","I1","parent","R","I1",TRUE,"7/8/2020","13:45:00",714,2,"1267-cd9f1050-d710-4543-9c95-a6634c5657ce",34,"43_38",9,"mturk","K1","K1","D1","parent","L","K1",TRUE,"7/8/2020","13:45:00",1138,2,"1267-cd9f1050-d710-4543-9c95-a6634c5657ce",34,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","13:45:00",720,"check"
"266","8478-4be4fa80-dc69-471b-b575-9ae28f02b6a2",39,"70_05",0,"mturk","A1","K1","A1","parent","R","A1",TRUE,"7/8/2020","12:36:46",2776,1,"8478-4be4fa80-dc69-471b-b575-9ae28f02b6a2",39,"10_07",1,"mturk","B1","B1","K1","parent","L","B1",TRUE,"7/8/2020","12:36:46",1597,1,"8478-4be4fa80-dc69-471b-b575-9ae28f02b6a2",39,"58_05",2,"mturk","C1","C1","E1","parent","L","C1",TRUE,"7/8/2020","12:36:46",864,1,"8478-4be4fa80-dc69-471b-b575-9ae28f02b6a2",39,"15_10",3,"mturk","D1","E1","D1","child","L","E1",FALSE,"7/8/2020","12:36:46",1033,1,"8478-4be4fa80-dc69-471b-b575-9ae28f02b6a2",39,"64_02",4,"mturk","E1","B1","E1","child","L","B1",FALSE,"7/8/2020","12:36:46",1999,1,"8478-4be4fa80-dc69-471b-b575-9ae28f02b6a2",39,"46_39",5,"mturk","F1","B1","F1","child","R","F1",TRUE,"7/8/2020","12:36:46",1056,2,"8478-4be4fa80-dc69-471b-b575-9ae28f02b6a2",39,"54_31",6,"mturk","G1","G1","C1","child","R","C1",FALSE,"7/8/2020","12:36:46",1381,2,"8478-4be4fa80-dc69-471b-b575-9ae28f02b6a2",39,"74_39",7,"mturk","H1","E1","H1","child","R","H1",TRUE,"7/8/2020","12:36:46",950,2,"8478-4be4fa80-dc69-471b-b575-9ae28f02b6a2",39,"72_34",8,"mturk","I1","I1","A1","parent","L","I1",TRUE,"7/8/2020","12:36:46",372,2,"8478-4be4fa80-dc69-471b-b575-9ae28f02b6a2",39,"47_32",9,"mturk","K1","K1","B1","parent","L","K1",TRUE,"7/8/2020","12:36:46",1863,2,"8478-4be4fa80-dc69-471b-b575-9ae28f02b6a2",39,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","12:36:46",333,"check"
"267","7173-86ec43c2-fa17-419f-9905-7b09f6dc6a45",82,"15_40",0,"mturk","A1","H1","A1","parent","R","A1",TRUE,"7/8/2020","14:35:41",1376,2,"7173-86ec43c2-fa17-419f-9905-7b09f6dc6a45",82,"35_38",1,"mturk","B1","B1","I1","parent","L","B1",TRUE,"7/8/2020","14:35:41",1982,2,"7173-86ec43c2-fa17-419f-9905-7b09f6dc6a45",82,"10_38",2,"mturk","C1","C1","E1","parent","L","C1",TRUE,"7/8/2020","14:35:41",1274,2,"7173-86ec43c2-fa17-419f-9905-7b09f6dc6a45",82,"66_07",3,"mturk","D1","F1","D1","parent","R","D1",TRUE,"7/8/2020","14:35:41",1732,1,"7173-86ec43c2-fa17-419f-9905-7b09f6dc6a45",82,"09_07",4,"mturk","E1","E1","H1","parent","L","E1",TRUE,"7/8/2020","14:35:41",1283,1,"7173-86ec43c2-fa17-419f-9905-7b09f6dc6a45",82,"47_08",5,"mturk","F1","G1","F1","child","R","F1",TRUE,"7/8/2020","14:35:41",1186,1,"7173-86ec43c2-fa17-419f-9905-7b09f6dc6a45",82,"64_06",6,"mturk","G1","D1","G1","child","L","D1",FALSE,"7/8/2020","14:35:41",1052,1,"7173-86ec43c2-fa17-419f-9905-7b09f6dc6a45",82,"70_08",7,"mturk","H1","C1","H1","child","R","H1",TRUE,"7/8/2020","14:35:41",777,1,"7173-86ec43c2-fa17-419f-9905-7b09f6dc6a45",82,"58_39",8,"mturk","I1","B1","I1","child","R","I1",TRUE,"7/8/2020","14:35:41",997,2,"7173-86ec43c2-fa17-419f-9905-7b09f6dc6a45",82,"17_35",9,"mturk","K1","K1","A1","child","R","A1",FALSE,"7/8/2020","14:35:41",1491,2,"7173-86ec43c2-fa17-419f-9905-7b09f6dc6a45",82,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","14:35:41",936,"check"
"268","2930-5b04de04-f9d7-490c-a0b0-3fddbcb88435",37,"72_39",0,"mturk","A1","H1","A1","child","R","A1",TRUE,"7/8/2020","10:45:03",933,2,"2930-5b04de04-f9d7-490c-a0b0-3fddbcb88435",37,"56_36",1,"mturk","B1","D1","B1","parent","R","B1",TRUE,"7/8/2020","10:45:03",539,2,"2930-5b04de04-f9d7-490c-a0b0-3fddbcb88435",37,"55_40",2,"mturk","C1","C1","E1","parent","L","C1",TRUE,"7/8/2020","10:45:03",1791,2,"2930-5b04de04-f9d7-490c-a0b0-3fddbcb88435",37,"73_34",3,"mturk","D1","F1","D1","parent","L","F1",FALSE,"7/8/2020","10:45:03",1066,2,"2930-5b04de04-f9d7-490c-a0b0-3fddbcb88435",37,"11_32",4,"mturk","E1","E1","I1","parent","L","E1",TRUE,"7/8/2020","10:45:03",1782,2,"2930-5b04de04-f9d7-490c-a0b0-3fddbcb88435",37,"45_07",5,"mturk","F1","F1","C1","parent","L","F1",TRUE,"7/8/2020","10:45:03",390,1,"2930-5b04de04-f9d7-490c-a0b0-3fddbcb88435",37,"31_01",6,"mturk","G1","C1","G1","parent","L","C1",FALSE,"7/8/2020","10:45:03",1710,1,"2930-5b04de04-f9d7-490c-a0b0-3fddbcb88435",37,"42_03",7,"mturk","H1","H1","A1","parent","L","H1",TRUE,"7/8/2020","10:45:03",385,1,"2930-5b04de04-f9d7-490c-a0b0-3fddbcb88435",37,"69_10",8,"mturk","I1","A1","I1","child","R","I1",TRUE,"7/8/2020","10:45:03",849,1,"2930-5b04de04-f9d7-490c-a0b0-3fddbcb88435",37,"35_08",9,"mturk","K1","D1","K1","child","R","K1",TRUE,"7/8/2020","10:45:03",1794,1,"2930-5b04de04-f9d7-490c-a0b0-3fddbcb88435",37,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","10:45:03",145,"check"
"269","9472-8e0fd29e-305a-4984-a438-238bd4befca2",109,"11_31",0,"mturk","A1","K1","A1","child","R","A1",TRUE,"7/8/2020","12:01:49",3145,2,"9472-8e0fd29e-305a-4984-a438-238bd4befca2",109,"27_33",1,"mturk","B1","K1","B1","child","R","B1",TRUE,"7/8/2020","12:01:49",829,2,"9472-8e0fd29e-305a-4984-a438-238bd4befca2",109,"14_35",2,"mturk","C1","I1","C1","child","R","C1",TRUE,"7/8/2020","12:01:49",3578,2,"9472-8e0fd29e-305a-4984-a438-238bd4befca2",109,"66_35",3,"mturk","E1","E1","B1","child","L","E1",TRUE,"7/8/2020","12:01:49",329,2,"9472-8e0fd29e-305a-4984-a438-238bd4befca2",109,"59_10",4,"mturk","F1","F1","K1","child","L","F1",TRUE,"7/8/2020","12:01:49",3019,1,"9472-8e0fd29e-305a-4984-a438-238bd4befca2",109,"58_07",5,"mturk","G1","E1","G1","parent","R","G1",TRUE,"7/8/2020","12:01:49",374,1,"9472-8e0fd29e-305a-4984-a438-238bd4befca2",109,"27_10",6,"mturk","H1","H1","A1","child","L","H1",TRUE,"7/8/2020","12:01:49",2760,1,"9472-8e0fd29e-305a-4984-a438-238bd4befca2",109,"68_04",7,"mturk","I1","I1","E1","child","R","E1",FALSE,"7/8/2020","12:01:49",716,1,"9472-8e0fd29e-305a-4984-a438-238bd4befca2",109,"72_02",8,"mturk","K1","D1","K1","child","R","K1",TRUE,"7/8/2020","12:01:49",997,1,"9472-8e0fd29e-305a-4984-a438-238bd4befca2",109,"finalcheck",9,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","12:01:49",313,1,,,,,,,,,,,,,,,,
"270","6542-2ed25c38-cabd-4764-9068-74dcbf8e3fd6",1,"62_31",0,"mturk","A1","H1","A1","child","R","A1",TRUE,"7/8/2020","15:13:23",1242,2,"6542-2ed25c38-cabd-4764-9068-74dcbf8e3fd6",1,"11_04",1,"mturk","B1","B1","C1","child","L","B1",TRUE,"7/8/2020","15:13:23",1198,1,"6542-2ed25c38-cabd-4764-9068-74dcbf8e3fd6",1,"42_35",2,"mturk","C1","C1","E1","child","L","C1",TRUE,"7/8/2020","15:13:23",3612,2,"6542-2ed25c38-cabd-4764-9068-74dcbf8e3fd6",1,"71_09",3,"mturk","D1","D1","K1","parent","L","D1",TRUE,"7/8/2020","15:13:23",522,1,"6542-2ed25c38-cabd-4764-9068-74dcbf8e3fd6",1,"59_40",4,"mturk","E1","E1","I1","parent","L","E1",TRUE,"7/8/2020","15:13:23",1490,2,"6542-2ed25c38-cabd-4764-9068-74dcbf8e3fd6",1,"34_07",5,"mturk","F1","K1","F1","parent","R","F1",TRUE,"7/8/2020","15:13:23",1102,1,"6542-2ed25c38-cabd-4764-9068-74dcbf8e3fd6",1,"32_37",6,"mturk","G1","C1","G1","child","R","G1",TRUE,"7/8/2020","15:13:23",1434,2,"6542-2ed25c38-cabd-4764-9068-74dcbf8e3fd6",1,"35_03",7,"mturk","H1","C1","H1","parent","R","H1",TRUE,"7/8/2020","15:13:23",783,1,"6542-2ed25c38-cabd-4764-9068-74dcbf8e3fd6",1,"55_04",8,"mturk","I1","B1","I1","child","R","I1",TRUE,"7/8/2020","15:13:23",944,1,"6542-2ed25c38-cabd-4764-9068-74dcbf8e3fd6",1,"67_31",9,"mturk","K1","B1","K1","child","R","K1",TRUE,"7/8/2020","15:13:23",1052,2,"6542-2ed25c38-cabd-4764-9068-74dcbf8e3fd6",1,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","15:13:23",416,"check"
"271","6463-b86e9f01-d831-44c3-a97f-d4abf68067a1",40,"49_02",0,"mturk","A1","I1","A1","child","L","I1",FALSE,"7/8/2020","11:36:24",10293,1,"6463-b86e9f01-d831-44c3-a97f-d4abf68067a1",40,"69_06",1,"mturk","B1","D1","B1","child","R","B1",TRUE,"7/8/2020","11:36:24",903,1,"6463-b86e9f01-d831-44c3-a97f-d4abf68067a1",40,"30_08",2,"mturk","C1","E1","C1","child","R","C1",TRUE,"7/8/2020","11:36:24",957,1,"6463-b86e9f01-d831-44c3-a97f-d4abf68067a1",40,"47_37",3,"mturk","D1","D1","K1","child","L","D1",TRUE,"7/8/2020","11:36:24",2931,2,"6463-b86e9f01-d831-44c3-a97f-d4abf68067a1",40,"47_35",4,"mturk","E1","B1","E1","child","R","E1",TRUE,"7/8/2020","11:36:24",1553,2,"6463-b86e9f01-d831-44c3-a97f-d4abf68067a1",40,"59_34",5,"mturk","F1","F1","G1","parent","L","F1",TRUE,"7/8/2020","11:36:24",5885,2,"6463-b86e9f01-d831-44c3-a97f-d4abf68067a1",40,"70_32",6,"mturk","G1","E1","G1","parent","R","G1",TRUE,"7/8/2020","11:36:24",4058,2,"6463-b86e9f01-d831-44c3-a97f-d4abf68067a1",40,"05_38",7,"mturk","H1","H1","C1","parent","L","H1",TRUE,"7/8/2020","11:36:24",1410,2,"6463-b86e9f01-d831-44c3-a97f-d4abf68067a1",40,"65_01",8,"mturk","I1","B1","I1","parent","R","I1",TRUE,"7/8/2020","11:36:24",1316,1,"6463-b86e9f01-d831-44c3-a97f-d4abf68067a1",40,"74_09",9,"mturk","K1","F1","K1","parent","R","K1",TRUE,"7/8/2020","11:36:24",1913,1,"6463-b86e9f01-d831-44c3-a97f-d4abf68067a1",40,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","11:36:24",763,"check"
"272","3431-058ce6eb-0d71-465f-a8ea-84b51549bfb4",74,"28_40",0,"mturk","A1","A1","I1","parent","L","A1",TRUE,"7/8/2020","13:43:21",2165,2,"3431-058ce6eb-0d71-465f-a8ea-84b51549bfb4",74,"17_34",1,"mturk","B1","C1","B1","parent","L","C1",FALSE,"7/8/2020","13:43:21",1250,2,"3431-058ce6eb-0d71-465f-a8ea-84b51549bfb4",74,"71_34",2,"mturk","C1","I1","C1","parent","R","C1",TRUE,"7/8/2020","13:43:21",842,2,"3431-058ce6eb-0d71-465f-a8ea-84b51549bfb4",74,"64_05",3,"mturk","D1","D1","K1","parent","L","D1",TRUE,"7/8/2020","13:43:21",1438,1,"3431-058ce6eb-0d71-465f-a8ea-84b51549bfb4",74,"54_34",4,"mturk","E1","E1","H1","parent","L","E1",TRUE,"7/8/2020","13:43:21",862,1,"3431-058ce6eb-0d71-465f-a8ea-84b51549bfb4",74,"58_02",5,"mturk","F1","F1","K1","child","L","F1",TRUE,"7/8/2020","13:43:21",1785,1,"3431-058ce6eb-0d71-465f-a8ea-84b51549bfb4",74,"65_06",6,"mturk","G1","D1","G1","child","R","G1",TRUE,"7/8/2020","13:43:21",1168,1,"3431-058ce6eb-0d71-465f-a8ea-84b51549bfb4",74,"44_10",7,"mturk","H1","H1","A1","child","L","H1",TRUE,"7/8/2020","13:43:21",2336,1,"3431-058ce6eb-0d71-465f-a8ea-84b51549bfb4",74,"04_39",8,"mturk","I1","I1","A1","child","L","I1",TRUE,"7/8/2020","13:43:21",221,2,"3431-058ce6eb-0d71-465f-a8ea-84b51549bfb4",74,"20_35",9,"mturk","K1","D1","K1","child","R","K1",TRUE,"7/8/2020","13:43:21",1237,2,"3431-058ce6eb-0d71-465f-a8ea-84b51549bfb4",74,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","13:43:21",242,"check"
