id,age,trial,target,rightpic,leftpic,chosen,chosenside,chosenpic,correct,date,time,rt
68,8,5,G1,K1,G1,2,R,G1,Y,3/12/2020,13:38:52,3036
68,8,6,K1,K1,B1,1,L,K1,Y,3/12/2020,13:38:52,5143
68,8,7,H1,H1,C1,2,L,H1,Y,3/12/2020,13:38:52,5374
68,8,8,C1,C1,E1,1,L,C1,Y,3/12/2020,13:38:52,3202
68,8,9,E1,E1,I1,2,L,E1,Y,3/12/2020,13:38:52,2791
69,8,0,D1,D1,K1,2,L,D1,Y,3/12/2020,13:40:43,4369
69,8,1,G1,G1,C1,1,L,G1,Y,3/12/2020,13:40:43,3535
69,8,2,K1,D1,K1,1,R,K1,Y,3/12/2020,13:40:43,3324
69,8,3,F1,B1,F1,1,R,F1,Y,3/12/2020,13:40:43,5308
69,8,4,C1,I1,C1,2,R,C1,Y,3/12/2020,13:40:43,3294
69,8,5,B1,D1,B1,2,R,B1,Y,3/12/2020,13:40:43,2616
69,8,6,A1,D1,A1,2,R,A1,Y,3/12/2020,13:40:43,3206
69,8,7,E1,I1,E1,2,R,E1,Y,3/12/2020,13:40:43,4475
69,8,8,H1,H1,E1,1,L,H1,Y,3/12/2020,13:40:43,5355
69,8,9,I1,E1,I1,1,L,E1,N,3/12/2020,13:40:43,3844
70,7,0,B1,B1,I1,2,L,B1,Y,3/12/2020,13:42:33,4835
70,7,1,G1,G1,C1,1,L,G1,Y,3/12/2020,13:42:33,7570
70,7,2,H1,E1,H1,1,R,H1,Y,3/12/2020,13:42:33,5008
70,7,3,F1,C1,F1,1,R,F1,Y,3/12/2020,13:42:33,4306
70,7,4,D1,F1,D1,1,R,D1,Y,3/12/2020,13:42:33,4822
70,7,5,K1,K1,A1,2,L,K1,Y,3/12/2020,13:42:33,4188
70,7,6,E1,E1,H1,1,L,E1,Y,3/12/2020,13:42:33,3106
70,7,7,I1,I1,C1,2,L,I1,Y,3/12/2020,13:42:33,3574
70,7,8,A1,H1,A1,2,R,A1,Y,3/12/2020,13:42:33,2764
70,7,9,C1,C1,E1,2,L,C1,Y,3/12/2020,13:42:33,3202
71,8,0,B1,C1,B1,1,R,B1,Y,3/12/2020,13:44:53,3629
71,8,1,D1,K1,D1,1,R,D1,Y,3/12/2020,13:44:53,10021
71,8,2,C1,C1,E1,1,L,C1,Y,3/12/2020,13:44:53,3904
71,8,3,E1,A1,E1,1,L,A1,N,3/12/2020,13:44:53,3123
71,8,4,H1,D1,H1,2,R,H1,Y,3/12/2020,13:44:53,4841
71,8,5,F1,G1,F1,2,R,F1,Y,3/12/2020,13:44:53,4020
71,8,6,I1,I1,C1,2,L,I1,Y,3/12/2020,13:44:53,4606
71,8,7,K1,B1,K1,2,R,K1,Y,3/12/2020,13:44:53,2391
71,8,8,A1,A1,H1,1,L,A1,Y,3/12/2020,13:44:53,4856
71,8,9,G1,K1,G1,2,L,K1,N,3/12/2020,13:44:53,7774
72,7,0,B1,B1,D1,1,L,B1,Y,3/12/2020,13:47:13,3526
72,7,1,F1,C1,F1,2,R,F1,Y,3/12/2020,13:47:13,6393
72,7,2,D1,D1,H1,2,L,D1,Y,3/12/2020,13:47:13,2444
72,7,3,K1,K1,B1,1,L,K1,Y,3/12/2020,13:47:13,3684
72,7,4,A1,D1,A1,1,R,A1,Y,3/12/2020,13:47:13,4041
72,7,5,I1,E1,I1,1,R,I1,Y,3/12/2020,13:47:13,7340
72,7,6,G1,E1,G1,2,R,G1,Y,3/12/2020,13:47:13,4673
72,7,7,E1,H1,E1,2,R,E1,Y,3/12/2020,13:47:13,2390
72,7,8,H1,C1,H1,2,R,H1,Y,3/12/2020,13:47:13,3041
72,7,9,C1,E1,C1,1,R,C1,Y,3/12/2020,13:47:13,9949
73,7,0,K1,A1,K1,1,R,K1,Y,3/12/2020,13:49:47,4286
73,7,1,I1,I1,A1,1,L,I1,Y,3/12/2020,13:49:47,4820
73,7,2,E1,I1,E1,2,R,E1,Y,3/12/2020,13:49:47,3321
73,7,3,F1,G1,F1,1,R,F1,Y,3/12/2020,13:49:47,4224
73,7,4,D1,H1,D1,2,R,D1,Y,3/12/2020,13:49:47,3357
73,7,5,C1,H1,C1,2,L,H1,N,3/12/2020,13:49:47,4608
73,7,6,A1,D1,A1,2,R,A1,Y,3/12/2020,13:49:47,3572
73,7,7,H1,H1,C1,1,L,H1,Y,3/12/2020,13:49:47,5162
73,7,8,B1,C1,B1,2,R,B1,Y,3/12/2020,13:49:47,4420
73,7,9,G1,D1,G1,1,R,G1,Y,3/12/2020,13:49:47,3161
74,7,0,G1,G1,D1,1,L,G1,Y,3/12/2020,13:51:54,3664
74,7,1,F1,F1,K1,1,R,K1,N,3/12/2020,13:51:54,5522
74,7,2,A1,I1,A1,2,R,A1,Y,3/12/2020,13:51:54,3508
74,7,3,K1,K1,D1,2,L,K1,Y,3/12/2020,13:51:54,3792
74,7,4,H1,H1,A1,1,L,H1,Y,3/12/2020,13:51:54,5606
74,7,5,E1,E1,H1,1,L,E1,Y,3/12/2020,13:51:54,1992
74,7,6,B1,C1,B1,2,R,B1,Y,3/12/2020,13:51:54,5990
74,7,7,C1,I1,C1,2,R,C1,Y,3/12/2020,13:51:54,3844
74,7,8,D1,D1,K1,1,L,D1,Y,3/12/2020,13:51:54,2556
74,7,9,I1,A1,I1,2,R,I1,Y,3/12/2020,13:51:54,6425
75,8,0,K1,K1,F1,2,L,K1,Y,3/12/2020,13:53:54,3837
75,8,1,F1,F1,C1,2,L,F1,Y,3/12/2020,13:53:54,5074
75,8,2,I1,I1,C1,2,L,I1,Y,3/12/2020,13:53:54,9472
75,8,3,A1,A1,H1,1,L,A1,Y,3/12/2020,13:53:54,2923
75,8,4,D1,D1,H1,1,L,D1,Y,3/12/2020,13:53:54,4074
75,8,5,B1,I1,B1,1,R,B1,Y,3/12/2020,13:53:54,7855
75,8,6,H1,H1,D1,2,L,H1,Y,3/12/2020,13:53:54,5159
75,8,7,C1,C1,A1,1,L,C1,Y,3/12/2020,13:53:54,3225
75,8,8,E1,E1,H1,1,L,E1,Y,3/12/2020,13:53:54,2524
75,8,9,G1,K1,G1,2,R,G1,Y,3/12/2020,13:53:54,3223
76,8,0,C1,A1,C1,1,R,C1,Y,3/12/2020,13:56:42,5332
76,8,1,F1,B1,F1,2,R,F1,Y,3/12/2020,13:56:42,3677
76,8,2,B1,K1,B1,1,R,B1,Y,3/12/2020,13:56:42,10697
76,8,3,G1,D1,G1,2,R,G1,Y,3/12/2020,13:56:42,10766
76,8,4,D1,D1,H1,2,R,H1,N,3/12/2020,13:56:42,4004
76,8,5,K1,A1,K1,1,R,K1,Y,3/12/2020,13:56:42,4836
76,8,6,A1,H1,A1,1,R,A1,Y,3/12/2020,13:56:42,4270
76,8,7,E1,I1,E1,2,R,E1,Y,3/12/2020,13:56:42,2246
76,8,8,I1,I1,B1,1,L,I1,Y,3/12/2020,13:56:42,3325
76,8,9,H1,H1,D1,2,R,D1,N,3/12/2020,13:56:42,17406
77,8,0,F1,G1,F1,1,R,F1,Y,3/12/2020,13:59:02,6834
77,8,1,H1,H1,C1,1,L,H1,Y,3/12/2020,13:59:02,4000
77,8,2,D1,D1,F1,2,L,D1,Y,3/12/2020,13:59:02,3971
77,8,3,B1,B1,C1,2,R,C1,N,3/12/2020,13:59:02,5659
77,8,4,E1,B1,E1,2,R,E1,Y,3/12/2020,13:59:02,5090
77,8,5,C1,E1,C1,2,R,C1,Y,3/12/2020,13:59:02,5524
77,8,6,I1,E1,I1,1,R,I1,Y,3/12/2020,13:59:02,3809
77,8,7,A1,I1,A1,2,R,A1,Y,3/12/2020,13:59:02,4309
77,8,8,G1,E1,G1,1,R,G1,Y,3/12/2020,13:59:02,3957
77,8,9,K1,A1,K1,1,R,K1,Y,3/12/2020,13:59:02,3151
78,8,0,K1,K1,A1,2,L,K1,Y,3/12/2020,14:01:15,5129
78,8,1,C1,E1,C1,2,R,C1,Y,3/12/2020,14:01:15,3988
78,8,2,G1,D1,G1,1,R,G1,Y,3/12/2020,14:01:15,4486
78,8,3,E1,A1,E1,1,R,E1,Y,3/12/2020,14:01:15,3447
78,8,4,H1,A1,H1,1,R,H1,Y,3/12/2020,14:01:15,4815
78,8,5,D1,E1,D1,1,R,D1,Y,3/12/2020,14:01:15,2706
78,8,6,A1,A1,K1,2,L,A1,Y,3/12/2020,14:01:15,3425
78,8,7,F1,G1,F1,1,R,F1,Y,3/12/2020,14:01:15,8840
78,8,8,B1,B1,C1,2,L,B1,Y,3/12/2020,14:01:15,2691
78,8,9,I1,I1,B1,2,L,I1,Y,3/12/2020,14:01:15,3325
79,8,0,E1,A1,E1,1,R,E1,Y,3/12/2020,14:04:25,5716
79,8,1,I1,I1,E1,2,L,I1,Y,3/12/2020,14:04:25,1719
79,8,2,B1,C1,B1,1,R,B1,Y,3/12/2020,14:04:25,3105
79,8,3,K1,B1,K1,2,R,K1,Y,3/12/2020,14:04:25,2455
79,8,4,H1,H1,A1,2,L,H1,Y,3/12/2020,14:04:25,2157
79,8,5,F1,C1,F1,2,R,F1,Y,3/12/2020,14:04:25,1810
79,8,6,G1,G1,C1,2,R,C1,N,3/12/2020,14:04:25,2142
79,8,7,A1,K1,A1,1,R,A1,Y,3/12/2020,14:04:25,2226
79,8,8,D1,D1,H1,1,L,D1,Y,3/12/2020,14:04:25,3408
79,8,9,C1,H1,C1,1,R,C1,Y,3/12/2020,14:04:25,4073
80,7,0,E1,H1,E1,2,R,E1,Y,3/12/2020,14:10:27,5342
80,7,1,B1,B1,D1,1,L,B1,Y,3/12/2020,14:10:27,3601
80,7,2,K1,A1,K1,1,R,K1,Y,3/12/2020,14:10:27,6290
80,7,3,H1,H1,E1,2,L,H1,Y,3/12/2020,14:10:27,5074
80,7,4,C1,C1,H1,1,L,C1,Y,3/12/2020,14:10:27,5106
80,7,5,G1,C1,G1,2,L,C1,N,3/12/2020,14:10:27,6474
80,7,6,I1,I1,B1,1,L,I1,Y,3/12/2020,14:10:27,4541
80,7,7,D1,F1,D1,2,L,F1,N,3/12/2020,14:10:27,5806
80,7,8,F1,K1,F1,2,R,F1,Y,3/12/2020,14:10:27,2602
80,7,9,A1,I1,A1,1,R,A1,Y,3/12/2020,14:10:27,6064
